ID;USERNAME_;PASSWORD_;NAME_;SURNAME;EMAIL;GENDER;BIRTHDATE;TELNR1;TELNR2;CITY;TOWN;DISTRICT;ADDRESSTEXT
538;S_DERIN;7F6C8E59B694467581434EBDDA661E84;Şeyda;Derin;S_DERIN@turkcellgy.com;K;1969-02-04;(536) 2224677;(534) 2142740;ADIYAMAN;ADIYAMAN MERKEZ;YENİPINAR MAH.;YENİPINAR MAH.309. SOKAK NO:481 78790 ADIYAMAN MERKEZ/ADIYAMAN
539;S_EKSIOGLU;AC2E409E62474D6A9F4B2EBEA27DCB4C;Sedanur;Ekşioğlu;S_EKSIOGLU@turkcellgy.com;K;1987-03-31;(531) 1199600;(530) 2249875;İSTANBUL;MALTEPE;BAŞIBÜYÜK MAH.;BAŞIBÜYÜK MAH.MEDRESE ÇIKMAZI SOKAK NO:317 96085 MALTEPE/İSTANBUL
540;A_KILICLI;B50F187149F14D79974694FA9BE6D3B9;Arife;Kılıçlı;A_KILICLI@turkcellgy.com;K;1951-06-15;(534) 1973167;(531) 1177224;UŞAK;UŞAK MERKEZ;BÖLME-KURŞUNLUK MAH.;BÖLME-KURŞUNLUK MAH.2035. SOKAK NO:782 113569 UŞAK MERKEZ/UŞAK
541;Z_MAHIR;60F1B27AB329481F91520C192A851921;Zeliha;Mahir;Z_MAHIR@turkcellgy.com;K;1998-11-12;(533) 2203180;(534) 2055883;BURSA;OSMANGAZİ;SOĞANLI MAH.;SOĞANLI MAH.13.BAHAR SOKAK NO:63 86056 OSMANGAZİ/BURSA
542;S_CANDEMIR;07053D7588154141AEC0AC345C6473A1;Serpil;Candemir;S_CANDEMIR@turkcellgy.com;K;1963-05-07;(537) 1679759;(532) 1994862;SAKARYA;ERENLER;ÇAYBAŞIYENİKÖY MAH.;ÇAYBAŞIYENİKÖY MAH.75 NOLU SOKAK NO:235 119941 ERENLER/SAKARYA
543;P_GOZALAN;AA8C5B9088314B358CD6E3E39CF6ED8C;Perihan;Gözalan;P_GOZALAN@turkcellgy.com;K;1950-05-15;(533) 1650454;(531) 1878069;BOLU;BOLU MERKEZ;KARAÇAYIR MAH.;KARAÇAYIR MAH.ŞEHİT SELEN PAŞA CADDESİ SOKAK NO:342 85058 BOLU MERKEZ/BOLU
544;F_GUMUSDAG;48D49945A7784F09B828383106A88A0F;Faruk;Gümüşdağ;F_GUMUSDAG@turkcellgy.com;E;1985-10-06;(537) 1906961;(537) 2008884;EDİRNE;EDİRNE MERKEZ;KARAAĞAÇ MAH.;KARAAĞAÇ MAH.BAHÇELİK KÜME EVLERİ SOKAK NO:268 89889 EDİRNE MERKEZ/EDİRNE
545;K_AKKAS;0F03D19B48564D72A40BD5470374CC1E;Keziban;Akkaş;K_AKKAS@turkcellgy.com;K;1958-01-29;(535) 1939814;(530) 1590525;İZMİR;KONAK;TURGUT REİS MAH.;TURGUT REİS MAH.313. SOKAK NO:647 96721 KONAK/İZMİR
546;"E_BURUK ";5ED637A96E354EBB9499F98E6D2ADFE5;Efe;Buruk;E_BURUK @turkcellgy.com;E;1953-02-05;(530) 1156950;(536) 2065918;VAN;VAN MERKEZ;ABDURRAHMAN GAZİ MAH.;ABDURRAHMAN GAZİ MAH.985ZEVE 1 SOKAK NO:346 113845 VAN MERKEZ/VAN
547;"B_SAATCI ";636EC6A48E9542D48DC2FB15781654A3;Burhan;Saatçi;B_SAATCI @turkcellgy.com;E;1991-05-28;(535) 2206271;(537) 1885219;AYDIN;SULTANHİSAR;ATÇA-AYDINOĞLU MAH.;ATÇA-AYDINOĞLU MAH.22. SOKAK NO:212 72001 SULTANHİSAR/AYDIN
548;Y_BIROL;7FEA8D5CA64E4BE8905AE9F01A0E3572;Yusuf   eymen;Birol;Y_BIROL@turkcellgy.com;E;1968-05-22;(537) 2250455;(534) 1677450;ADANA;SARIÇAM;MEHMET AKİF ERSOY MAH.;MEHMET AKİF ERSOY MAH.113. SOKAK NO:745 118905 SARIÇAM/ADANA
549;"O_ELCI ";A1988201BAB04CA9B20B0559B8FBE336;Ömer   faruk;Elçi;O_ELCI @turkcellgy.com;E;1966-02-21;(530) 2060502;(533) 1815317;MARDİN;NUSAYBİN;KIŞLA MAH.;KIŞLA MAH.CUMHURİYET CADDESİ SOKAK NO:149 105043 NUSAYBİN/MARDİN
550;"N_TURKOGLU ";4ABF4803467E4B4CBDF33763AAA7EA81;Nisa  nur;Türkoğlu;N_TURKOGLU @turkcellgy.com;K;1968-06-25;(535) 1367302;(530) 1762320;ANTALYA;MURATPAŞA;KIZILSARAY MAH.;KIZILSARAY MAH.84. SOKAK NO:78 118650 MURATPAŞA/ANTALYA
551;Z_MUTLU;E71E07D10C4F4531B35E8034F9C62803;Zekiye;Mutlu;Z_MUTLU@turkcellgy.com;K;1988-09-23;(537) 2009642;(532) 1118716;BURSA;KARACABEY;HAMİDİYE MAH.;HAMİDİYE MAH.406. SOKAK NO:528 86462 KARACABEY/BURSA
552;"A_ARZU ";0328F91EB05242A4914E90A7A831F260;Arife;Arzu;A_ARZU @turkcellgy.com;K;1985-07-25;(531) 1474100;(531) 1487285;ÇANAKKALE;ÇANAKKALE MERKEZ;BARBAROS MAH.;BARBAROS MAH.FAHRİ DİLGEN SOKAK NO:410 86911 ÇANAKKALE MERKEZ/ÇANAKKALE
553;S_OZBEY;CD8D3B794FBA41C5A70F4D46AC38DFA8;Selim;Özbey;S_OZBEY@turkcellgy.com;E;1980-12-13;(534) 1341262;(532) 1855041;GAZİANTEP;ŞAHİNBEY;KANALICI MAH.;KANALICI MAH.DAMSIZ SOKAK NO:383 92303 ŞAHİNBEY/GAZİANTEP
554;I_AYBAR;FCDC358FA80C438E83A2970C6C1D5DFA;İlker;Aybar;I_AYBAR@turkcellgy.com;E;1953-09-02;(535) 1916429;(537) 1241529;KOCAELİ;GEBZE;BALÇIK KÖYÜ;BALÇIK KÖYÜ MAH.SEVGİ SOKAK NO:469 120040 GEBZE/KOCAELİ
555;D_OZCAN;E57C03223F28486FA6F98D2EEE7BA618;Damla;Özcan;D_OZCAN@turkcellgy.com;K;1954-01-31;(531) 1429800;(533) 2239869;İZMİR;BORNOVA;MERİÇ MAH.;MERİÇ MAH.5747/13 SOKAK NO:89 96480 BORNOVA/İZMİR
556;F_OKTAY;F5DD76C89BE0449D971DA761513D977F;Ferdi;Oktay;F_OKTAY@turkcellgy.com;E;1966-07-10;(534) 1788111;(535) 1257415;SAMSUN;ATAKUM;ALANLI MAH.;ALANLI MAH.3446. SOKAK NO:168 119757 ATAKUM/SAMSUN
557;"C_CIHAN ";FB11EDA7E6564546B85CCC80750EAC18;Ceyda;Cihan;C_CIHAN @turkcellgy.com;K;1965-11-28;(535) 1157151;(537) 1957235;İSTANBUL;BAĞCILAR;KEMALPAŞA MAH.;KEMALPAŞA MAH.10/3. SOKAK NO:650 95653 BAĞCILAR/İSTANBUL
558;M_BASARAN;B90FBF01DB7447F995EA9B78C7090543;Muhammet   emin;Başaran;M_BASARAN@turkcellgy.com;E;1966-07-29;(537) 1303669;(535) 2320854;NEVŞEHİR;ACIGÖL;İNALLI-CUMHURİYET MAH.;İNALLI-CUMHURİYET MAH.OKUL CADDESİ SOKAK NO:544 105860 ACIGÖL/NEVŞEHİR
559;H_OZGUC;E02956B1B50F49EC8B841ADADC4A5852;Havin;Özgüç;H_OZGUC@turkcellgy.com;K;1968-03-25;(537) 2057962;(530) 1722779;AYDIN;İNCİRLİOVA;SINIRTEKE KÖYÜ;SINIRTEKE KÖYÜ MAH.İSTİKBAL 1. SOKAK NO:181 83216 İNCİRLİOVA/AYDIN
560;G_AKKOYUN;C7B6156A98954EA88CF4B6D8E28A080C;Gülhan;Akkoyun;G_AKKOYUN@turkcellgy.com;K;1951-05-06;(534) 1771596;(534) 2280034;SAKARYA;KARASU;LİMANDERE-MERKEZ MAH.;LİMANDERE-MERKEZ MAH.MENDERES CADDESİ SOKAK NO:697 108014 KARASU/SAKARYA
561;"E_AYTAC ";8C6D3B800A264735BF2467DE3E89DEA1;Eray;Aytaç;E_AYTAC @turkcellgy.com;E;1964-02-27;(534) 1408459;(536) 1772170;ELAZIĞ;ELAZIĞ MERKEZ;NAİL BEY MAH.;NAİL BEY MAH.GEN.ABDULLAH ALPDOĞAN CADDESİ SOKAK NO:534 90163 ELAZIĞ MERKEZ/ELAZIĞ
562;K_HAKVERDI;0600751F156E4F93B217ACC0B399D21D;Kamil;Hakverdi;K_HAKVERDI@turkcellgy.com;E;1999-02-27;(537) 1204400;(532) 1868945;ADANA;CEYHAN;MUSTAFABEYLİ-CUMHURİYET MAH.;MUSTAFABEYLİ-CUMHURİYET MAH.KAŞIK SOKAK NO:541 78381 CEYHAN/ADANA
563;F_DINCMEN;AE176AEFFDBE4869ABF494C529FEB990;Feyza;Dinçmen;F_DINCMEN@turkcellgy.com;K;1976-12-04;(533) 1398385;(531) 1849365;GİRESUN;GÖRELE;TEPEKÖY;TEPEKÖY MAH.DUDUKIRAN MEVKİ SOKAK NO:701 93358 GÖRELE/GİRESUN
564;E_OKTAY;50042026CC16484597E7D3EF85978A7C;Esma  nur;Oktay;E_OKTAY@turkcellgy.com;K;1964-03-15;(534) 1888427;(535) 2325156;DENİZLİ;KALE/DENİZLİ;TOKİ MAH.;TOKİ MAH.YARIMADA SOKAK NO:280 89089 KALE/DENİZLİ/DENİZLİ
565;"Y_KASIKCI ";14F061EAEBCF49109F46655150348AA8;Yusuf   ali;Kaşıkçı;Y_KASIKCI @turkcellgy.com;E;1960-10-04;(533) 1372646;(530) 1465641;DENİZLİ;BULDAN;YENİCEKENT-KURTULUŞ MAH.;YENİCEKENT-KURTULUŞ MAH.101. SOKAK NO:440 88870 BULDAN/DENİZLİ
566;G_BAYSOY;82F5A6ABEC5044628D55689F5875B74A;Gönül;Baysoy;G_BAYSOY@turkcellgy.com;K;1957-08-06;(531) 1521341;(534) 2108699;İZMİR;ÇİĞLİ;GÜZELTEPE MAH.;GÜZELTEPE MAH.8156/1 SOKAK NO:608 96566 ÇİĞLİ/İZMİR
567;E_AYDOGDU;C3AB89881F624ED48995C143B8C48A1C;Erdoğan;Aydoğdu;E_AYDOGDU@turkcellgy.com;E;1972-09-27;(537) 1632051;(533) 1894105;BURSA;OSMANGAZİ;NİLÜFER KÖYÜ;NİLÜFER KÖYÜ MAH.DÜNDAR SOKAK NO:15 86096 OSMANGAZİ/BURSA
568;E_KORPE;53F70DC446FA495FA024BE8085FA26F4;Ebru;Körpe;E_KORPE@turkcellgy.com;K;1951-02-21;(531) 1277057;(535) 1912559;DİYARBAKIR;SUR;MELİKAHMET MAH.;MELİKAHMET MAH.AZİZOĞLU 1.ÇIKMAZ SOKAK NO:312 118861 SUR/DİYARBAKIR
569;Y_GURLER;3CB7AC6EF372449C9E5230DBF307C749;Yeşim;Gürler;Y_GURLER@turkcellgy.com;K;1954-07-09;(537) 1814129;(530) 1791095;ÇANAKKALE;GELİBOLU;YAZICIZADE MAH.;YAZICIZADE MAH.KARAYOKUŞ 3 SOKAK NO:156 87187 GELİBOLU/ÇANAKKALE
570;S_SARAL;C1C30409D7084266B2DD02FE9EF4C93D;Sıraç;Saral;S_SARAL@turkcellgy.com;E;1955-08-30;(536) 1484722;(536) 1690749;ADANA;SARIÇAM;ÇARKIPARE MAH.;ÇARKIPARE MAH.1023. SOKAK NO:368 118915 SARIÇAM/ADANA
571;A_OLCMEN;29D6626DF8204E58B6913184F8828C03;Ayten;Ölçmen;A_OLCMEN@turkcellgy.com;K;1981-03-05;(536) 1901184;(535) 1909087;İZMİR;ÇEŞME;YALI MAH.;YALI MAH.6167. SOKAK NO:473 96949 ÇEŞME/İZMİR
572;O_ADIN;81209F5718E343469455397BB1961859;Orhan;Adin;O_ADIN@turkcellgy.com;E;1963-10-12;(536) 2194935;(530) 1973045;İSTANBUL;BAYRAMPAŞA;MURATPAŞA MAH.;MURATPAŞA MAH.18.BLOK SOKAK NO:455 95694 BAYRAMPAŞA/İSTANBUL
573;E_GOKTAS;410BC65095504AB5A58C9E4196A36877;Emir;Göktaş;E_GOKTAS@turkcellgy.com;E;1993-01-21;(530) 1490250;(533) 2031007;DENİZLİ;DENİZLİ MERKEZ;KARAMAN MAH.;KARAMAN MAH.1738. SOKAK NO:303 88600 DENİZLİ MERKEZ/DENİZLİ
574;U_BADEMCI;FD5EC9FC65154448A555B187DA590333;Ufuk;Bademci;U_BADEMCI@turkcellgy.com;E;1963-04-08;(537) 1566990;(531) 1518537;ÇORUM;OSMANCIK;YAZI MAH.;YAZI MAH.ŞHT.SEBAHATTİN ÖREMİŞ CADDESİ SOKAK NO:40 88336 OSMANCIK/ÇORUM
575;R_SEPETCI;666605622ABD48FC8AA85737D9E3F060;Rumeysa;Sepetçi;R_SEPETCI@turkcellgy.com;K;1987-02-02;(533) 1174492;(533) 2080281;DİYARBAKIR;YENİŞEHİR;DİCLE MAH.;DİCLE MAH.333. SOKAK NO:231 118996 YENİŞEHİR/DİYARBAKIR
576;O_KOLDAS;12B7B3B233544B15B7F967EC3071E2D6;Orhan;Koldaş;O_KOLDAS@turkcellgy.com;E;1984-05-24;(530) 1473399;(535) 1937406;MUĞLA;FETHİYE;SEKİ-AKPINAR MAH.;SEKİ-AKPINAR MAH.DEĞİRMEN SOKAK NO:618 121235 FETHİYE/MUĞLA
577;N_CAMDALI;F0A964D62B304DBCB154D2B96F9FB8D1;Nilüfer;Çamdalı;N_CAMDALI@turkcellgy.com;K;1953-12-09;(535) 1806354;(532) 1209543;ANTALYA;DÖŞEMEALTI;BADEMAĞACI-YENİ MAH.;BADEMAĞACI-YENİ MAH.51. SOKAK NO:347 82093 DÖŞEMEALTI/ANTALYA
578;A_SADIKLAR;003BDF6287D64AE8A80E94B3C16F81C3;Asmin;Sadıklar;A_SADIKLAR@turkcellgy.com;K;1960-02-23;(535) 1311574;(535) 2103974;MUĞLA;FETHİYE;ÇAMKÖY-EŞREFPAŞA MAH.;ÇAMKÖY-EŞREFPAŞA MAH.HAKİM SOKAK NO:90 105263 FETHİYE/MUĞLA
579;E_KILICCI;7ACC6ABD89F940FEA8A0D526A1B56400;Erdem;Kılıççı;E_KILICCI@turkcellgy.com;E;1997-05-15;(530) 1233515;(531) 1185949;KONYA;KULU;ZİNCİRLİKUYU-ADALI MAH.;ZİNCİRLİKUYU-ADALI MAH.PINARBAŞI (YUNAK YAYLASI) CADDESİ SOKAK NO:162 101447 KULU/KONYA
580;T_SONER;4B1817132A7B4FD8AAFE84C22666ADB3;Taha;Soner;T_SONER@turkcellgy.com;E;1984-06-13;(535) 1228356;(534) 1363016;AĞRI;AĞRI MERKEZ;KAZIM KARABEKİR MAH.;KAZIM KARABEKİR MAH.2014. SOKAK NO:632 80009 AĞRI MERKEZ/AĞRI
581;Y_DAYIOGLU;E0ABD22E6AE2403DB3AED9C7FA9171B4;Yaşar;Dayıoğlu;Y_DAYIOGLU@turkcellgy.com;E;1959-07-22;(533) 1729903;(531) 1830759;İSTANBUL;ÜMRANİYE;TOPAĞACI MAH.;TOPAĞACI MAH.ÖZŞAHİN SOKAK NO:248 96248 ÜMRANİYE/İSTANBUL
582;I_BOZDOGAN;0CE4EFB37A3C4DCC9169BE23FB822158;İlyas;Bozdoğan;I_BOZDOGAN@turkcellgy.com;E;1958-12-23;(536) 1479067;(531) 2057710;ŞIRNAK;İDİL;YENİ MAH.;YENİ MAH.112. SOKAK NO:817 116698 İDİL/ŞIRNAK
583;P_KOLDAS;DCEEA2EAC49A41208414DF270A694D63;Polat;Koldaş;P_KOLDAS@turkcellgy.com;E;1967-11-11;(535) 1712364;(532) 1302470;ŞIRNAK;İDİL;ATAKENT MAH.;ATAKENT MAH.404. SOKAK NO:708 116695 İDİL/ŞIRNAK
584;D_SOYAK;FF0C837FCAED47D59DA760E9E6CC893A;Devran;Soyak;D_SOYAK@turkcellgy.com;E;1988-05-30;(535) 1348689;(534) 2062939;İSTANBUL;BÜYÜKÇEKMECE;HÜRRİYET MAH.;HÜRRİYET MAH.ZERDE SOKAK NO:299 96342 BÜYÜKÇEKMECE/İSTANBUL
585;"K_SAVAS ";1A46DA8DE22848D7AA33235BBC6BF812;Kaan;Savaş;K_SAVAS @turkcellgy.com;E;1968-08-18;(531) 1343695;(536) 1250572;KONYA;KULU;KOZANLI-KALEALTI MAH.;KOZANLI-KALEALTI MAH.ORUÇHAN YAYLASI KÜME EVLERİ SOKAK NO:248 101429 KULU/KONYA
586;H_BESOK;6EE980D4707742CB92B5BBA1B9B42388;Hayriye;Beşok;H_BESOK@turkcellgy.com;K;1987-11-01;(536) 1232566;(533) 1305574;ANKARA;PURSAKLAR;FATİH MAH.;FATİH MAH.ŞEHNAZ SOKAK NO:1 118939 PURSAKLAR/ANKARA
587;C_EKICI;FA248795985F4BFD90B214A926639B10;Cem;Ekici;C_EKICI@turkcellgy.com;E;1958-09-10;(537) 1785177;(537) 2036604;DENİZLİ;DENİZLİ MERKEZ;CANKURTARAN MAH.;CANKURTARAN MAH.1033. SOKAK NO:770 125523 DENİZLİ MERKEZ/DENİZLİ
588;D_AKTAY;EADEAFA6E2C84086B9DFD68C0F5398B0;Diyar;Aktay;D_AKTAY@turkcellgy.com;E;1999-08-05;(537) 1960455;(533) 1196513;SİVAS;SİVAS MERKEZ;MEHMET AKİF ERSOY MAH.;MEHMET AKİF ERSOY MAH.49-28. SOKAK NO:335 109915 SİVAS MERKEZ/SİVAS
589;"E_AKKOYUNLU ";ABF8AE35AAFD44D689DA0A6AA8F3D585;Ersin;Akkoyunlu;E_AKKOYUNLU @turkcellgy.com;E;1990-04-26;(537) 2077538;(532) 1367318;KONYA;ÇUMRA;DİNEK-MERKEZ MAH.;DİNEK-MERKEZ MAH.AVCI SOKAK NO:606 74065 ÇUMRA/KONYA
590;G_GUMUSDAG;2419D3CECD4D43C1853483FD3A08866E;Gülay;Gümüşdağ;G_GUMUSDAG@turkcellgy.com;K;1967-11-15;(536) 1633127;(532) 1555749;ÇORUM;KARGI;HACIHAMZA-ZEYNEL MAH.;HACIHAMZA-ZEYNEL MAH.PAZARYOLU SOKAK NO:350 75373 KARGI/ÇORUM
591;M_TURKDOGAN;E133155426DA46B8B5D4D50714C950FC;Mücahit;Türkdoğan;M_TURKDOGAN@turkcellgy.com;E;1980-10-24;(536) 2045096;(530) 1253863;ANKARA;ALTINDAĞ;ÖRNEK MAH.;ÖRNEK MAH.664/5 SOKAK NO:527 80877 ALTINDAĞ/ANKARA
592;"Y_GURSU ";8ACC3E03520545B3B218C4869E1E8F1F;Yavuz;Gürsu;Y_GURSU @turkcellgy.com;E;1993-01-17;(535) 1147153;(533) 1116879;İSTANBUL;ÜSKÜDAR;KÜPLÜCE MAH.;KÜPLÜCE MAH.YEŞİLOVA SOKAK NO:54 96294 ÜSKÜDAR/İSTANBUL
593;"E_AVNI ";78CB0E648EE74B5E9EF2B1B52C54438C;Erdi;Avni;E_AVNI @turkcellgy.com;E;1956-09-25;(533) 2105123;(531) 2043341;HATAY;ERZİN;İSALİ MAH.;İSALİ MAH.İĞDELİ SOKAK NO:413 94261 ERZİN/HATAY
594;H_ULUKAN;551D8C7C3D31459298E114F417FE28FD;Halime;Ulukan;H_ULUKAN@turkcellgy.com;K;1991-09-14;(536) 1992031;(537) 1814864;KASTAMONU;ARAÇ;YUKARIARAÇ MAH.;YUKARIARAÇ MAH.KASTAMONU CADDESİ SOKAK NO:639 98005 ARAÇ/KASTAMONU
595;E_SAYAR;6BE8B9E4C5E043188A2877BF299CB7AC;Elanur;Sayar;E_SAYAR@turkcellgy.com;K;1984-11-08;(533) 2273539;(536) 1920509;MUĞLA;MİLAS;BAFA-KAVAKLIDERE MAH.;BAFA-KAVAKLIDERE MAH.TAŞKIN SOKAK NO:391 121254 MİLAS/MUĞLA
596;S_SAN;7D93F9260A014BE488512751426B899A;Sedef;Şan;S_SAN@turkcellgy.com;K;1956-12-25;(537) 1535442;(534) 2255617;ŞANLIURFA;ŞANLIURFA MERKEZ;HALEPLİBAHÇE MAH.;HALEPLİBAHÇE MAH.2373. SOKAK NO:443 112846 ŞANLIURFA MERKEZ/ŞANLIURFA
597;V_KUTLU;DDE2B09E54A74AFA9BDB5592E0B7D8B7;Veysel;Kutlu;V_KUTLU@turkcellgy.com;E;1964-03-30;(534) 2260461;(536) 2111420;ADANA;ÇUKUROVA;TOROS MAH.;TOROS MAH.78147. SOKAK NO:616 118931 ÇUKUROVA/ADANA
598;Y_PAZARCI;DC715434F7C74901B35F0E18EDB5B72B;Yalçın;Pazarcı;Y_PAZARCI@turkcellgy.com;E;1969-04-11;(535) 1192223;(536) 1628535;KIRIKKALE;KIRIKKALE MERKEZ;AKŞEMSETTİN MAH.;AKŞEMSETTİN MAH.DOĞU BULVARI SOKAK NO:771 116018 KIRIKKALE MERKEZ/KIRIKKALE
599;"S_KAVAK ";A4E86000CC6640EC9E6E195BA8A6E7BB;Sedef;Kavak;S_KAVAK @turkcellgy.com;K;1952-02-16;(533) 1815623;(535) 1241061;ÇORUM;KARGI;İMAMBEY MAH.;İMAMBEY MAH.MESCİT SOKAK NO:795 88156 KARGI/ÇORUM
600;D_KONYALI;F89BF6F334D348099ED76FFEF276A276;Deniz;Konyalı;D_KONYALI@turkcellgy.com;E;1952-03-16;(536) 1614838;(532) 1847931;ERZURUM;İSPİR;KARŞIYAKA MAH.;KARŞIYAKA MAH.ZİYA PAŞA CADDESİ SOKAK NO:698 91262 İSPİR/ERZURUM
601;S_SINIRLIOGLU;E0E267886CC64DAF8A2DB2D1850BB5A9;Şilan;Sinirlioğlu;S_SINIRLIOGLU@turkcellgy.com;K;1969-02-15;(532) 1720778;(531) 1923573;MERSİN;GÜLNAR;KUSKAN-OĞUZKAN MAH.;KUSKAN-OĞUZKAN MAH.AZERBEYCAN SOKAK NO:740 95312 GÜLNAR/MERSİN
602;D_BODUROGLU;D02C1E4BC3D147568A851DE1B7FB9740;Duru;Boduroğlu;D_BODUROGLU@turkcellgy.com;K;1991-05-11;(530) 1755741;(532) 1923266;KONYA;KARATAY;AZİZİYE MAH.;AZİZİYE MAH.GÜRANİ SOKAK NO:268 100401 KARATAY/KONYA
603;B_SAMANCI;60754EFB474442AA9BEF2918A56E6C8C;Bekir;Samancı;B_SAMANCI@turkcellgy.com;E;1998-09-26;(537) 1647419;(536) 1140496;DİYARBAKIR;ÇINAR;BOZÇALI KÖYÜ;BOZÇALI KÖYÜ MAH.SELMAN MEZRASI SOKAK NO:551 89436 ÇINAR/DİYARBAKIR
604;"M_TUFEKCI ";9A6D884694024C94844579B9A2F1CFA9;Metin;Tüfekçi;M_TUFEKCI @turkcellgy.com;E;1996-06-16;(530) 1178260;(533) 1886130;ŞANLIURFA;BİRECİK;KURTULUŞ MAH.;KURTULUŞ MAH.İNNAPLI CAMİİ ÇIK SOKAK NO:413 112998 BİRECİK/ŞANLIURFA
605;"Y_AYTAC ";0945EA493FA54F14ACB9464272F27F1E;Yasin;Aytaç;Y_AYTAC @turkcellgy.com;E;1971-07-29;(535) 1634963;(537) 1741471;MARDİN;MARDİN MERKEZ;KABALA-GÜL MAH.;KABALA-GÜL MAH.107. SOKAK NO:9 104644 MARDİN MERKEZ/MARDİN
606;B_BALABAN;2BFA77149FBC49AB9E14519588DC0BE8;Beyza;Balaban;B_BALABAN@turkcellgy.com;K;1991-11-22;(531) 1929678;(534) 1748653;AKSARAY;AKSARAY MERKEZ;EREĞLİKAPI MAH.;EREĞLİKAPI MAH.1440. SOKAK NO:232 115354 AKSARAY MERKEZ/AKSARAY
607;H_SAPMAZ;8D49E91D057940CFAB7B89803F510C6F;Hira;Sapmaz;H_SAPMAZ@turkcellgy.com;K;1970-12-19;(533) 1587554;(532) 1961680;AYDIN;GERMENCİK;ÜZÜMLÜ KÖYÜ;ÜZÜMLÜ KÖYÜ MAH.PTT ÇIKKMAZI CADDESİ SOKAK NO:105 83188 GERMENCİK/AYDIN
608;H_IZBUDAK;9848370BD06F475BB6F5973E06EDE655;Hümeyra;İzbudak;H_IZBUDAK@turkcellgy.com;K;1981-06-16;(535) 2205748;(534) 1503464;AYDIN;AYDIN MERKEZ;ORTAKÖY;ORTA MAH.252. SOKAK NO:579 82965 AYDIN MERKEZ/AYDIN
609;M_PACACI;1DEA0CE931784E938D1ECCE673EC2E6B;Miray;Paçacı;M_PACACI@turkcellgy.com;K;1953-02-19;(537) 2140540;(535) 2243283;ANKARA;YENİMAHALLE;KONUTKENT MAH.;KONUTKENT MAH.3022. SOKAK NO:894 81281 YENİMAHALLE/ANKARA
610;O_OZTEK;90B91E2112AB445A94FBB7433389485B;Özkan;Öztek;O_OZTEK@turkcellgy.com;E;1970-09-14;(536) 1390788;(535) 2247718;HATAY;İSKENDERUN;KARAAĞAÇ-KONARLI MAH.;KARAAĞAÇ-KONARLI MAH.14. SOKAK NO:519 94352 İSKENDERUN/HATAY
611;D_IPEKCI;F8794683FDA94C918F78C24235E5E4DE;Duygu;İpekçi;D_IPEKCI@turkcellgy.com;K;1972-01-29;(531) 1328891;(531) 2133189;SİVAS;DİVRİĞİ;CEDİTPAŞA MAH.;CEDİTPAŞA MAH.CENK SOKAK NO:135 110089 DİVRİĞİ/SİVAS
612;"S_USTA ";04DECB8505FB473DB3D64B3850D0B433;Suat;Usta;S_USTA @turkcellgy.com;E;1975-07-02;(532) 1961515;(532) 1704461;ANKARA;KALECİK;HALİTCEVRİASLANGİL MAH.;HALİTCEVRİASLANGİL MAH.31. SOKAK NO:170 81740 KALECİK/ANKARA
613;"G_SAATCI ";7753E595732F46DBB63693AF3AB619A7;Güllü;Saatçi;G_SAATCI @turkcellgy.com;K;1952-03-17;(531) 2328403;(532) 1180670;AFYONKARAHİSAR;İHSANİYE;BOZHÜYÜK-ŞEHİTLER MAH.;BOZHÜYÜK-ŞEHİTLER MAH.YUNUSEMRE CADDESİ SOKAK NO:120 79672 İHSANİYE/AFYONKARAHİSAR
614;S_DILMEN;8A3C70E06E5A4C6080E3ED6299E948B9;Salim;Dilmen;S_DILMEN@turkcellgy.com;E;1966-09-11;(533) 2068986;(533) 1298368;DENİZLİ;DENİZLİ MERKEZ;SÜMER MAH.;SÜMER MAH.85. SOKAK NO:844 88625 DENİZLİ MERKEZ/DENİZLİ
615;E_ALPUGAN;B698D255104D4FEFA0A2F8E2A8D03F9C;Emin;Alpuğan;E_ALPUGAN@turkcellgy.com;E;1975-08-26;(535) 1502243;(532) 1416225;ESKİŞEHİR;TEPEBAŞI;ŞEKER MAH.;ŞEKER MAH.ŞAHANE SOKAK NO:240 119233 TEPEBAŞI/ESKİŞEHİR
616;E_TOKATLIOGLU;B279423042144935A25D5EDCFAD4B4D5;Ersin;Tokatlıoğlu;E_TOKATLIOGLU@turkcellgy.com;E;1958-05-15;(533) 1121852;(533) 2156985;HATAY;SAMANDAĞ;AKNEHİR-AKPINAR MAH.;AKNEHİR-AKPINAR MAH.18. SOKAK NO:685 94514 SAMANDAĞ/HATAY
617;A_AKAN;55EDDCE7A78E44D7B782AC2EFF4A2760;Ayaz;Akan;A_AKAN@turkcellgy.com;E;1960-10-07;(531) 2024008;(532) 1153639;SİVAS;SİVAS MERKEZ;DEMİRCİLERARDI MAH.;DEMİRCİLERARDI MAH.27-45. SOKAK NO:177 109890 SİVAS MERKEZ/SİVAS
618;A_BILGIN;A6836A9EF9DF430AB542B421DA532ADB;Aysima;Bilgin;A_BILGIN@turkcellgy.com;K;1963-08-04;(532) 1682166;(534) 1181467;BURSA;ORHANELİ;İSMETPAŞA MAH.;İSMETPAŞA MAH.MAREŞAL ÇAKMAK CADDESİ SOKAK NO:845 86745 ORHANELİ/BURSA
